"Id","KernelId","TagId"
"22789","1322201","13209"
"22791","1328177","13208"
"22792","1328177","13102"
"22793","1328177","13201"
"22794","1327334","13208"
"22795","1327334","13202"
"22797","1327334","13201"
"22798","1300706","13208"
"22799","1300706","13310"
"22800","1300706","13102"
"22803","1300706","13201"
"22804","1328637","13208"
"22805","1328637","13102"
"22806","1328637","13306"
"22811","1329071","15001"
"22812","1320101","13201"
"22813","1316700","13401"
"22814","1316700","14203"
"22815","1316700","13202"
"22816","1329993","13201"
"22817","1329993","13102"
"22818","1329993","13202"
"22819","1329993","13208"
"22821","1330013","13102"
"22823","1330013","13202"
"22824","1330013","13306"
"22826","1330013","13402"
"22827","1326404","13302"
"22828","1326404","13415"
"22829","1326404","13310"
"22831","1330379","13208"
"22832","1330379","13202"
"22838","1330545","13201"
"22839","1330545","13208"
"22840","1330545","13102"
"22843","1331122","13208"
"22844","1331170","13208"
"22846","1308561","13306"
"22847","1308561","14201"
"22850","1330185","13102"
"22851","1330185","13208"
"22852","1330185","13306"
"22860","1331771","13415"
"22862","1331771","13310"
"22863","1312779","13208"
"22864","1312779","13201"
"22865","1332439","13208"
"22866","1332643","13208"
"22867","1332643","13201"
"22868","1332643","13102"
"22869","1332643","16002"
"22871","1303331","13102"
"22872","1303331","13302"
"22873","1303331","13201"
"22874","1303331","13202"
"22875","1331299","13102"
"22876","1331299","13415"
"22877","1331299","13207"
"22878","1281051","12101"
"22879","1281051","14104"
"22880","1281051","13302"
"22881","1281051","13202"
"22882","1281051","13407"
"22883","1332849","13201"
"22884","1314015","13304"
"22885","1314015","13103"
"22886","1314015","13208"
"22887","1332812","13406"
"22888","1332812","13202"
"22890","1332812","13102"
"22891","1332654","13401"
"22892","1332654","14203"
"22896","1210531","13208"
"22897","1210531","13302"
"22898","1307651","13208"
"22899","1307651","13310"
"22900","1307651","13315"
"22901","1307213","15001"
"22902","1269008","13102"
"22910","1322040","13208"
"22911","1322040","13201"
"22912","1322040","13202"
"22913","1322040","13306"
"22914","1322040","13302"
"22916","1310944","13208"
"22917","1310944","13102"
"22919","1334153","15001"
"22920","1334153","13102"
"22921","1334153","13204"
"22922","1334153","13201"
"22923","1328941","13411"
"22924","1328941","13102"
"22925","1328941","13306"
"22928","1334096","13310"
"22929","1334096","13407"
"22930","1097435","13208"
"22931","1097435","13202"
"22932","1097435","13201"
"22934","1312397","13102"
"22935","1312397","13415"
"22936","1097435","14201"
"22937","1330294","13102"
"22938","1330294","13306"
"22940","1330294","13401"
"22941","1335272","13201"
"22942","1329456","13202"
"22943","1329456","13401"
"22944","1329456","13102"
"22945","1329456","14202"
"22946","1332999","13401"
"22949","1336060","13208"
"22950","1336060","13102"
"22951","1318153","13208"
"22952","1318153","13306"
"22953","1318153","13201"
"22954","1334415","13102"
"22955","1334415","13302"
"22956","1334415","13306"
"22957","1330728","13102"
"22958","1330728","13302"
"22960","1330465","13204"
"22962","1337773","13204"
"22963","1337773","13102"
"22964","1337773","13205"
"22965","1337773","13302"
"22966","1287743","13102"
"22969","1287743","4202"
"22971","328197","13201"
"22972","484210","13102"
"22973","484210","13208"
"22974","484210","13201"
"22975","484210","13302"
"22978","1339273","13102"
"22979","1339273","13306"
"22980","1297886","13202"
"22981","1297886","13201"
"22988","1339307","13411"
"22989","1339307","14201"
"22990","1339307","13302"
"22992","1339307","11105"
"22994","1335438","13310"
"22995","1335438","13207"
"22997","1049853","13201"
"22998","1049853","13102"
"22999","1049853","13208"
"23000","1334350","13407"
"23001","1322121","13208"
"23002","1322121","13201"
"23004","1322121","13202"
"23005","1322121","15001"
"23008","1178056","15001"
"23009","1178056","13201"
"23010","1310944","13201"
"23011","1310944","2507"
"23012","1341315","13202"
"23016","1337402","13102"
"23017","1337402","13204"
"23018","1326252","13208"
"23019","1326252","13201"
"23020","1326252","13102"
"23021","1326252","15001"
"23022","1336004","13208"
"23023","1336004","13102"
"23024","1336004","13201"
"23025","1336004","15001"
"23029","1343212","13302"
"23030","1343346","13415"
"23031","1343346","13401"
"23032","1343346","13310"
"23033","1340594","13208"
"23034","1340594","13102"
"23035","1302385","13102"
"23036","1302385","13208"
"23037","1302385","13202"
"23038","1302385","13201"
"23039","1051399","14203"
"23040","1051399","13405"
"23041","1051399","13306"
"23042","1051399","13102"
"23043","1051399","4141"
"23045","1339861","11104"
"23046","1339861","11108"
"23047","1339861","13302"
"23048","1336203","13208"
"23049","1336203","13201"
"23050","1336203","13202"
"23051","1337187","13102"
"23053","1283544","13310"
"23054","1283544","13102"
"23056","1283544","13208"
"23057","1326603","13208"
"23058","1326603","13102"
"23059","1326603","13201"
"23060","1326603","13306"
"23061","1347381","13102"
"23062","1347381","13306"
"23063","1282107","13304"
"23064","1341875","13415"
"23068","1348389","13402"
"23069","1348389","2501"
"23078","1343065","13102"
"23080","1343065","13208"
"23081","1343065","13201"
"23082","1348380","13204"
"23085","1349024","13402"
"23086","1349024","13417"
"23087","1349024","13208"
"23097","1349196","13302"
"23099","1349196","13202"
"23100","1349196","13102"
"23101","1299717","13102"
"23103","1349933","13208"
"23104","1349933","13102"
"23107","1350071","13102"
"23109","1350071","15001"
"23111","1350071","13306"
"23113","1345790","13306"
"23114","1345790","13206"
"23119","1349787","13102"
"23121","1349787","13410"
"23123","1349787","13407"
"23128","1350972","13102"
"23132","1347535","13401"
"23133","1347535","13102"
"23135","1338829","13310"
"23136","1338829","14203"
"23138","1338829","13306"
"23141","1352972","13102"
"23142","1352972","13201"
"23144","1352972","13202"
"23145","1352972","13302"
"23146","1336145","13208"
"23147","1336145","13102"
"23148","1336145","13201"
"23151","1353239","13302"
"23152","1343572","13201"
"23153","1343572","13102"
"23154","1343572","13302"
"23155","1348464","13208"
"23156","1348464","13302"
"23157","1348464","13310"
"23159","1348464","13102"
"23162","1354561","13208"
"23163","1354561","13102"
"23165","1354561","11105"
"23178","1354532","13208"
"23179","1354532","13405"
"23180","1354532","13206"
"23181","1353699","2507"
"23182","1353699","13208"
"23183","1353699","13102"
"23184","1204300","13102"
"23185","1204300","13402"
"23187","1345491","13310"
"23188","1345491","13208"
"23189","1345491","13202"
"23199","1355063","13306"
"23200","1355063","13402"
"23201","1329682","13102"
"23202","1329682","13201"
"23203","1329682","13202"
"23216","1349231","13102"
"23217","1349231","13310"
"23218","1349231","13415"
"23219","1356856","13201"
"23220","1352969","13208"
"23221","1352969","13201"
"23222","1352969","13202"
"23225","1320918","13102"
"23226","1320918","13208"
"23227","1320918","13302"
"23228","1320918","13201"
"23229","1329580","13404"
"23230","1329580","13402"
"23231","1329580","13102"
"23233","1357233","13411"
"23234","1357233","13102"
"23235","1357238","13208"
"23236","1357238","13201"
"23237","1357238","13302"
"23239","1357238","12021"
"23240","1346342","13208"
"23241","1346342","13201"
"23242","1346342","15001"
"23243","1346342","13306"
"23244","1346342","16002"
"23248","1317468","13208"
"23249","1317468","13306"
"23258","1359115","13208"
"23259","1359115","13102"
"23260","1359115","13403"
"23261","1359115","13302"
"23262","1192019","13208"
"23263","1192019","13201"
"23264","1132201","13201"
"23265","1132201","13302"
"23266","1355821","13102"
"23267","1355821","13310"
"23268","1355821","13415"
"23269","1354754","13402"
"23270","1354754","13201"
"23271","1354754","13306"
"23273","1354754","13202"
"23274","1286184","13202"
"23276","1359567","13208"
"23277","1359567","13102"
"23280","1360270","13102"
"23281","1360270","13302"
"23282","1360270","13406"
"23283","1360270","14104"
"23284","1360327","13102"
"23285","1360327","13208"
"23286","1360327","13201"
"23287","1356144","13208"
"23288","1359264","13102"
"23289","1359264","13201"
"23291","1352815","13208"
"23292","1352815","13310"
"23294","1352815","13417"
"23295","1352815","13407"
"23296","1361064","13102"
"23297","1361064","13306"
"23298","1354783","13208"
"23299","1354783","13201"
"23300","1301923","13208"
"23301","1301923","13201"
"23302","1301923","13306"
"23303","1301923","13102"
"23304","1301923","13417"
"23305","1360184","13415"
"23306","1359492","13102"
"23307","1359492","13302"
"23308","1359492","13202"
"23311","1359492","13402"
"23312","1359492","13208"
"23313","1287076","13306"
"23314","1287076","13201"
"23315","1287076","13402"
"23317","1287076","13102"
"23321","1352865","13409"
"23322","1352865","13302"
"23324","1352865","13102"
"23325","1352865","13207"
"23326","1314879","13405"
"23328","1362959","13308"
"23329","1297303","13102"
"23330","1297303","13201"
"23331","1297303","13306"
"23332","1297303","13208"
"23333","1286662","13208"
"23334","1286662","13102"
"23335","1286662","13201"
"23336","1166834","13102"
"23337","1166834","13415"
"23338","1266796","13208"
"23340","1363726","11108"
"23341","1363726","11129"
"23342","1363726","13201"
"23344","1363726","13302"
"23345","1363632","13208"
"23346","1363632","13102"
"23347","1363632","15001"
"23349","1348433","13102"
"23350","1364373","13208"
"23355","1364512","13102"
"23356","1364447","13415"
"23358","1364447","13310"
"23359","1364447","14102"
"23360","1364447","13302"
"23361","1362824","13208"
"23362","1362824","13102"
"23363","1362824","13201"
"23364","1360878","13201"
"23365","1360878","13208"
"23367","1347159","13102"
"23368","1347159","13208"
"23369","1365585","13102"
"23371","1365585","13208"
"23372","1364594","13402"
"23373","1364594","13302"
"23374","1364594","13102"
"23376","1316663","13208"
"23377","1316663","13202"
"23379","1335817","13208"
"23380","1362974","13102"
"23384","1363984","3023"
"23385","1363984","13209"
"23386","1336203","13409"
"23387","1364433","13208"
"23388","1364433","13102"
"23392","1348909","13302"
"23393","1348909","13306"
"23394","1208757","14203"
"23395","1330222","14201"
"23397","1355063","13102"
"23399","1364433","13302"
"23400","1368360","13306"
"23401","1368360","14203"
"23402","1368889","13208"
"23404","1368889","13102"
"23405","1368889","13202"
"23406","1368889","13306"
"23407","1367144","13315"
"23408","1367144","13208"
"23409","1367144","13202"
"23410","1367144","13306"
"23411","1367144","6603"
"23412","1369709","13208"
"23413","1369709","13102"
"23414","1369709","13201"
"23425","1041720","12403"
"23426","1041720","13208"
"23427","1188963","2115"
"23428","1188963","3600"
"23429","1188963","13204"
"23430","1188963","13208"
"23432","1277881","3600"
"23434","1277881","13208"
"23435","1277881","13302"
"23438","1322514","2115"
"23439","1322514","3600"
"23440","1322514","13208"
"23441","748933","4141"
"23442","1006073","12403"
"23443","1006073","3500"
"23444","1006073","13208"
"23445","1002116","3022"
"23447","1002116","12001"
"23448","1370293","13208"
"23449","1346285","13102"
"23450","1346285","13208"
"23452","1364988","12101"
"23454","1359490","13208"
"23455","1359490","13102"
"23458","1359490","13202"
"23460","1359490","6603"
"23462","1369503","13102"
"23463","1369503","13201"
"23464","1369503","13208"
"23473","1343793","13102"
"23474","1343793","13302"
"23475","1368075","13102"
"23476","1368075","13302"
"23477","1368075","13404"
"23480","1364893","13102"
"23481","1364893","13302"
"23482","1364893","13306"
"23484","1372023","13102"
"23485","1370886","13201"
"23486","1373254","13102"
"23487","1373254","13402"
"23488","1373254","13302"
"23489","1363506","13102"
"23490","1363506","13201"
"23492","1373781","13102"
"23493","1357596","13208"
"23494","1357596","13201"
"23495","1357596","13102"
"23496","1373741","13208"
"23497","1373741","13201"
"23499","1373741","13209"
"23500","1325863","13417"
"23502","1325863","13302"
"23503","1325863","13402"
"23509","951505","13208"
"23510","951505","13201"
"23511","1374892","13208"
"23512","1374892","13201"
"23513","1374905","13306"
"23514","1374905","13403"
"23515","1368419","13208"
"23516","1368419","13102"
"23517","1368419","13201"
"23518","1375106","13208"
"23519","1375106","13102"
"23520","1375106","13202"
"23521","1375106","13306"
"23523","1350027","13208"
"23524","1350027","13401"
"23526","541","13310"
"23527","1374031","13404"
"23528","1370676","13208"
"23529","1370676","13206"
"23530","1371409","13208"
"23531","1371409","13206"
"23532","1371303","13208"
"23533","1371303","13206"
"23534","1370517","13208"
"23535","1370517","13206"
"23536","1370632","13208"
"23537","1370632","13206"
"23538","1370187","13208"
"23539","1370187","13206"
"23540","1370544","13208"
"23541","1370544","13206"
"23542","1370567","13208"
"23543","1370567","13206"
"23544","1334269","14102"
"23545","1334269","13310"
"23546","1300713","14102"
"23547","1300713","13310"
"23549","1230776","14104"
"23550","1227040","13208"
"23551","1222935","13208"
"23552","1222935","13206"
"23553","1223220","13208"
"23554","1223220","13206"
"23555","1223227","13208"
"23556","1223227","13206"
"23557","1004411","13310"
"23558","532169","13310"
"23559","387307","13310"
"23560","499381","13310"
"23561","764230","13310"
"23562","907730","13310"
"23563","439958","13310"
"23564","766534","13310"
"23565","499050","13310"
"23566","506848","13310"
"23567","764222","13310"
"23568","420601","13310"
"23569","1284831","14106"
"23570","1369726","13208"
"23571","1369726","11105"
"23573","1376534","13102"
"23576","1370886","13208"
"23579","1376500","13302"
"23580","1376500","13208"
"23581","1376500","13304"
"23582","1376500","13404"
"23590","210052","13201"
"23591","210052","13208"
"23598","1330327","13302"
"23599","1330327","13306"
"23600","1330327","13404"
"23601","1330327","13208"
"23602","1330327","13102"
"23603","1377903","13102"
"23605","1377903","13403"
"23606","1377903","13417"
"23607","1377903","13402"
"23608","1378153","13208"
"23609","1378153","13102"
"23610","1378153","13201"
"23613","1377741","13306"
"23614","1371189","13102"
"23615","1371189","13208"
"23616","1371189","13306"
"23620","1377744","13206"
"23622","1377744","3022"
"23623","1377899","13102"
"23626","1378898","13208"
"23627","1378898","13102"
"23629","1376973","13201"
"23630","1375064","13416"
"23632","1375064","13306"
"23633","1375064","13302"
"23638","1379578","13407"
"23639","1379578","14201"
"23641","1379578","13404"
"23642","1379578","13402"
"23643","1379578","13201"
"23644","1279382","13102"
"23645","1379335","13204"
"23646","1379335","13102"
"23647","1379335","14104"
"23648","1379335","13208"
"23650","1380181","13102"
"23651","1380181","13417"
"23652","1380181","13402"
"23654","1380181","13403"
"23655","1380287","13208"
"23657","1376850","13208"
"23660","1377720","14221"
"23661","1377720","13310"
"23662","1377720","13407"
"23666","1377720","14102"
"23668","1380483","13402"
"23669","1380483","13401"
"23670","1380483","13403"
"23672","1380483","13305"
"23673","1294838","2603"
"23674","1294838","4141"
"23675","1294838","3100"
"23676","1300647","4141"
"23677","1300647","3100"
"23682","1378818","13208"
"23683","1378818","13102"
"23685","1381417","13404"
"23724","1380236","13302"
"23725","1380236","13207"
"23726","1380236","14102"
"23727","1380236","14202"
"23768","1382363","13306"
"23769","1380236","13407"
"23777","1341875","13302"
"23778","1341875","13310"
"23779","1341875","13207"
"23780","1341875","14102"
"23796","1383631","13102"
"23797","1383631","13302"
"23798","1382442","13306"
"23799","1382442","13202"
"23803","1383817","13204"
"23804","1383817","13102"
"23805","1383817","13208"
"23810","1369937","13415"
"23812","1382089","13201"
"23813","1382089","13208"
"23814","1382089","15001"
"23815","1382089","13302"
"23816","1382089","13202"
"23818","1383991","13102"
"23821","1380564","13102"
"23823","1380564","13407"
"23825","1379801","13415"
"23826","1379801","13310"
"23827","1379801","14202"
"23828","1361433","13405"
"23829","1361433","14203"
"23830","1383219","13102"
"23832","1383219","13208"
"23833","1383219","14104"
"23837","1380287","13102"
"23838","1384661","13208"
"23839","1384661","13304"
"23840","1384661","13306"
"23846","1383381","13415"
"23850","1364227","13208"
"23852","1357850","13202"
"23853","1357850","13402"
"23854","1357850","13302"
"23856","1385486","13102"
"23857","1385486","13302"
"23858","1385486","13404"
"23860","1383184","13102"
"23863","1320101","13302"
"23870","1379970","13102"
"23871","1379976","13102"
"23873","1384671","13208"
"23874","1384671","13202"
"23875","1384671","13306"
"23876","1384671","13302"
"23883","1385910","13310"
"23886","1385910","14102"
"23892","1384225","13102"
"23922","1385670","13201"
"23923","1385670","13102"
"23924","1385670","13407"
"23927","1385670","13302"
"23931","1385470","13201"
"23932","1385470","13102"
"23933","1385470","13302"
"23934","1385470","13306"
"23959","1383219","13201"
"23970","1320101","13208"
"23971","1320101","13102"
"23973","1380335","13208"
"23974","1380335","13204"
"23975","1380335","14221"
"24232","1080033","13102"
"24233","1080033","13306"
"24235","1374303","13102"
"24236","1374303","13208"
"24239","1322708","2507"
"24240","1322708","12101"
"24433","1343121","15002"
"24434","1343121","15001"
"24436","1315754","15001"
"24437","1315754","12125"
"24446","1406106","13208"
"24447","1406106","13201"
"24448","1394863","13208"
"24449","1394863","13201"
"24450","1394863","13102"
"24454","1406106","15001"
"24455","1299239","13304"
"24456","1299239","13201"
"24460","1401285","13102"
"24464","1389913","13201"
"24465","1389913","13208"
"24466","1389913","13102"
"24473","1406272","13208"
"24476","1404612","13208"
"24477","1404612","13102"
"24478","1404612","13306"
"24487","1406087","13102"
"24488","1403573","13104"
"24489","1403755","13208"
"24491","1405981","13102"
"24502","1401234","13102"
"24505","1401234","13210"
"24510","1393580","13208"
"24511","1393580","13102"
"24517","1317257","13305"
"24518","1317257","13102"
"24519","1408761","13208"
"24522","1404684","13208"
"24532","1406680","11105"
"24537","1080455","13102"
"24538","1080455","13306"
"24541","1404684","11105"
"24547","1383592","13306"
"24548","1383592","13206"
"24572","1405346","13208"
"24573","1405346","13201"
"24574","1405346","13202"
"24581","1406480","13208"
"24582","1406480","13102"
"24583","1406480","13201"
"24584","1406480","3022"
"24587","1387546","13102"
"24588","1387546","13407"
"24589","1387546","13310"
"24590","1387546","13302"
"24591","1387546","13315"
"24592","1411416","13102"
"24593","1411416","13208"
"24597","1382194","13102"
"24600","1405957","13102"
"24601","1405957","13208"
"24602","1405957","13202"
"24603","1405957","13201"
"24605","1299239","13102"
"24618","1407790","13208"
"24619","1407790","13102"
"24620","1407790","13405"
"24621","1407790","13403"
"24622","1407790","4202"
"24624","1400704","13208"
"24625","1400704","13201"
"24626","1400704","13306"
"24627","1400704","13102"
"24628","1390116","13208"
"24629","1390116","13102"
"24630","1390116","13201"
"24631","1390116","13306"
"24633","1388070","13102"
"24634","1388070","13208"
"24635","1388070","13201"
"24640","1408761","13304"
"24642","1413487","13102"
"24645","1402650","13102"
"24646","1402650","13310"
"24647","1402650","13204"
"24648","1402650","13415"
"24650","1413709","13102"
"24651","1413709","13302"
"24652","1400645","13403"
"24653","1400645","13302"
"24654","1400645","13306"
"24659","1381845","13102"
"24660","1381845","13208"
"24661","1381845","13201"
"24664","1414039","13208"
"24673","1411697","13102"
"24674","1411697","13208"
"24681","1385158","13208"
"24684","1385158","13102"
"24685","1409924","13208"
"24686","1415708","13102"
"24687","1409924","13102"
"24689","1415708","13306"
"24699","1409639","13102"
"24700","1409639","13302"
"24704","1413303","13208"
"24705","1413303","13103"
"24706","1413303","13210"
"24707","1413303","13104"
"24712","750069","13302"
"24713","750069","13310"
"24714","1415532","13208"
"24715","1415532","13102"
"24716","1415532","13201"
"24717","1415532","13405"
"24718","1411609","13102"
"24724","1416480","13102"
"24725","1416480","13201"
"24726","1416480","13302"
"24727","1416480","13306"
"24731","1409794","13407"
"24732","1409794","14101"
"24733","1409794","13306"
"24734","1417262","13208"
"24735","1417262","13102"
"24736","1417262","13202"
"24737","1417262","13201"
"24739","1416295","13201"
"24740","1416295","13208"
"24741","1416295","13205"
"24742","1416295","14104"
"24743","1416295","13401"
"24754","1418214","13104"
"24755","1418214","13410"
"24756","1418214","13204"
"24757","1418214","14104"
"24759","1414039","13102"
"24761","1417946","13310"
"24763","1417946","13302"
"24764","1371512","13201"
"24765","1371512","13202"
"24770","1405162","13201"
"24778","1402233","13102"
"24784","1418390","13306"
"24785","1418390","13302"
"24786","1418390","13201"
"24791","1419203","13208"
"24792","1419203","13201"
"24793","1419203","13102"
"24799","1419659","13208"
"24800","1419659","13309"
"24802","1419659","13102"
"24804","1412776","13208"
"24805","1412776","13201"
"24806","1412776","13202"
"24808","1412776","13210"
"24809","1419624","13202"
"24810","1419624","13201"
"24811","1419624","13208"
"24812","1419624","13102"
"24813","1419624","13306"
"24814","1420432","13208"
"24815","1420432","13306"
"24816","1420432","13201"
"24817","1420432","13404"
"24819","1418063","13208"
"24820","1418063","13306"
"24821","1418063","13310"
"24822","1363206","13208"
"24823","1363206","13302"
"24824","1363206","13102"
"24825","1363206","13407"
"24839","1419385","13306"
"24840","1419385","13206"
"24841","1421010","13102"
"24866","1216794","13304"
"24867","1421676","13208"
"24868","1421676","13201"
"24872","1312426","13102"
"24873","1312426","13208"
"24874","1312426","13201"
"24882","1417940","13201"
"24883","1417940","13102"
"24884","1417940","13208"
"24886","1423096","13102"
"24888","1423096","13402"
"24893","1421683","13310"
"24894","1421683","13302"
"24899","1422895","13302"
"24906","1423683","15001"
"24911","1422877","13208"
"24912","1422877","14102"
"24914","1420541","13102"
"24915","1420541","13208"
"24916","1420541","3023"
"24917","1420541","7302"
"24918","1420541","13201"
"24919","1397169","13208"
"24920","1397169","13302"
"24922","1397169","13102"
"24923","1397169","13201"
"24925","1413143","13102"
"24930","1424916","13102"
"24945","1400615","13204"
"24949","1387829","13201"
"24950","1387829","13208"
"24951","1387829","13306"
"24952","1425073","13201"
"24953","1425073","13102"
"24955","1348656","13417"
"24956","1348656","13306"
"24957","1426259","13102"
"24960","1425655","13310"
"24962","1425655","13102"
"24963","1425655","13415"
"24964","1425655","13302"
"24968","1395715","13208"
"24969","1395715","13404"
"24970","1395715","13302"
"24984","1372228","13208"
"24985","1372228","13407"
"24986","1427744","13302"
"24987","1427744","13102"
"24988","1427744","13310"
"24989","1395715","13315"
"24991","1427848","13402"
"24993","1427848","13302"
"24994","1427306","13208"
"24995","1427306","13201"
"24996","1427306","13102"
"24997","1427306","13202"
"24998","1427306","13306"
"25002","1409519","13208"
"25005","1378172","13102"
"25006","1398175","13302"
"25007","1398175","13304"
"25008","1398175","13305"
"25010","1428436","13202"
"25011","1428436","13208"
"25022","1430087","13102"
"25027","1429788","13208"
"25028","1429788","13102"
"25032","1430524","4202"
"25033","1430524","4309"
"25035","1407525","13208"
"25037","1407525","13202"
"25038","1407525","13306"
"25039","1407525","13102"
"25040","1322307","13102"
"25047","1431490","13208"
"25048","1431490","13201"
"25049","1431490","13306"
"25050","1431490","13202"
"25065","1430183","13208"
"25066","1430183","13302"
"25067","1430183","13417"
"25073","1432681","13102"
"25080","1431861","13201"
"25081","1431861","13202"
"25082","1432544","13208"
"25085","1430183","13201"
"25086","1430183","2603"
"25087","1415464","13208"
"25088","1415464","13102"
"25089","1415464","13201"
"25090","1415464","13306"
"25098","1433105","13405"
"25175","1427821","13102"
"25176","1427821","13201"
"25178","1427821","13302"
"25183","1394412","13208"
"25185","1394412","13102"
"25191","1425013","13208"
"25192","1425013","13102"
"25194","1397805","13102"
"25198","965234","13102"
"25202","1435315","13201"
"25203","1435315","13102"
"25204","1435315","13202"
"25206","1435315","14203"
"25211","1401096","13208"
"25212","1401096","13302"
"25213","1401096","13305"
"25228","1435350","13202"
"25229","1435350","13208"
"25230","1435350","13201"
"25233","1436436","13102"
"25234","1436490","13302"
"25235","1436490","13402"
"25240","1392974","13413"
"25241","1392974","13310"
"25242","1392974","14102"
"25243","1392974","13208"
"25248","800022","13302"
"25249","800022","13310"
"25250","800022","13306"
"25251","800022","14202"
"25252","1437184","15001"
"25253","1426747","13302"
"25254","1426747","13204"
"25255","1426747","13406"
"25256","1435492","13102"
"25258","1437351","13201"
"25259","1437351","13208"
"25260","1437351","13102"
"25262","1435492","15001"
"25266","1437747","13102"
"25268","1437747","13302"
"25269","1437747","13208"
"25270","1437747","13306"
"25277","1437531","13208"
"25279","1436804","13102"
"25280","1436804","13405"
"25284","1437784","13302"
"25285","1437784","14104"
"25286","1437784","13407"
"25287","1409802","8317"
"25288","1409802","13405"
"25289","1409802","13306"
"25290","1409802","13202"
"25292","1437784","13310"
"25297","1438301","13415"
"25298","1438301","14221"
"25299","1438301","13302"
"25300","1438301","13310"
"25302","1436970","13208"
"25305","1438689","13310"
"25306","1433154","13208"
"25308","1398356","13208"
"25309","1398356","2507"
"25363","1439195","7401"
"25364","1439195","13202"
"25371","1394728","13302"
"25373","1309689","13208"
"25376","1396228","13201"
"25377","1396228","13102"
"25379","1396228","13202"
"25385","1440255","13208"
"25386","1440255","13102"
"25387","1440255","13201"
"25392","1413540","13310"
"25394","1413540","14203"
"25395","1440046","13102"
"25396","1440046","13306"
"25397","1440046","13302"
"25399","1439369","13208"
"25400","1439369","13201"
"25402","1439369","13306"
"25403","1439369","13305"
"25410","1432339","13208"
"25411","1432339","13302"
"25412","1432339","13417"
"25413","1432339","13310"
"25415","1261350","13202"
"25422","1424519","13208"
"25435","1399205","13102"
"25436","1399205","13306"
"25441","1398175","13405"
"25442","1434500","13208"
"25443","1434500","13201"
"25445","1399205","14201"
"25446","1441951","7401"
"25447","1441951","13202"
"25457","1443642","13208"
"25462","1443642","13201"
"25463","1443642","13209"
"25464","1443562","13302"
"25465","1443562","13310"
"25467","1443310","13305"
"25470","1443310","13208"
"25471","1443562","13407"
"25472","1444160","13102"
"25474","1444160","13405"
"25477","1444369","13102"
"25479","1444369","13202"
"25480","1444369","14203"
"25481","1444369","13306"
"25498","1445608","13310"
"25499","1445608","13204"
"25500","1444751","13208"
"25502","1427202","13208"
"25503","1427202","13102"
"25504","1427202","13302"
"25506","1388051","13202"
"25507","1388051","13310"
"25509","1442810","13315"
"25510","1436112","13102"
"25511","1436112","13208"
"25512","1436112","13202"
"25513","1436112","13405"
"25515","1440312","13208"
"25516","1440312","13102"
"25518","1440312","11108"
"25521","1430924","14202"
"25522","1430924","13310"
"25523","1424335","13302"
"25524","1424335","13310"
"25525","1424335","13306"
"25526","1424335","13102"
"25528","1441737","13102"
"25529","1440037","13208"
"25530","1440037","13201"
"25537","1446613","13208"
"25538","1446613","13102"
"25539","1446613","14203"
"25540","1446613","13306"
"25542","1447433","13208"
"25545","1440000","13201"
"25547","1440000","13208"
"25548","1440000","2400"
"25553","1427592","13201"
"25554","1427592","11200"
"25559","1403755","13201"
"25560","1403755","13403"
"25561","1403755","13202"
"25563","1329917","13402"
"25564","1329917","13411"
"25565","1329917","13403"
"25566","1447276","13102"
"25567","1447276","13201"
"25568","1447276","13208"
"25569","1447276","13302"
"25572","1447936","13402"
"25573","1447936","13201"
"25575","1447936","13202"
"25576","1447936","13315"
"25577","1425853","7203"
"25578","1425853","7200"
"25579","1442594","13208"
"25580","1442594","13102"
"25586","1447945","13102"
"25587","1447945","13302"
"25588","1447945","13404"
"25589","1447945","13406"
"25590","1447945","13402"
"25593","114865","13102"
"25594","114865","13208"
"25596","1447705","13102"
"25598","1447705","13202"
"25599","1278424","13102"
"25611","1449678","13102"
"25612","1449678","11115"
"25614","1449678","13208"
"25615","1449678","13405"
"25642","1447936","13102"
"25644","1445744","13201"
"25645","1445744","13208"
"25652","1360823","13302"
"25653","1360823","13310"
"25654","1360823","13415"
"25659","1451219","13208"
"25660","1451219","13201"
"25661","1451219","2304"
"25662","1451219","13102"
"25674","1372740","13102"
"25675","1372740","13208"
"25676","1372740","2115"
"25678","1372740","13201"
"25680","1451642","13204"
"25682","1431200","13102"
"25683","1431200","13302"
"25684","1442592","13102"
"25685","1442592","13208"
"25687","1442592","13302"
"25688","1442592","13310"
"25696","1425853","13102"
"25698","1437531","11204"
"25699","1437531","11121"
"25702","1453204","13102"
"25703","1309689","11104"
"25705","1309689","11121"
"25706","1309689","11200"
"25707","1453193","13405"
"25708","1453193","13102"
"25710","1337861","13310"
"25711","1337861","13404"
"25712","1337861","14201"
"25718","1286775","13102"
"25719","1403774","13102"
"25721","1403774","13201"
"25722","1403774","13208"
"25729","1413849","13102"
"25731","1413849","13208"
"25736","1453865","13102"
"25737","1453865","13401"
"25738","1453865","13302"
"25756","1395053","13407"
"25760","1426691","13102"
"25761","1426691","13302"
"25762","1426691","13406"
"25763","1370221","13208"
"25764","1370221","13102"
"25765","1370221","13306"
"25766","1370221","13202"
"25767","1370221","13302"
"25772","1437460","13201"
"25773","1437460","13306"
"25774","1437460","13202"
"25775","1437460","13208"
"25779","1455875","12044"
"25780","1455875","13102"
"25784","1444150","1219"
"25793","1457320","13208"
"25794","1457320","13201"
"25795","1457320","13102"
"25796","1457320","11115"
"25801","1438465","13306"
"25802","1438465","13401"
