29693,46077,1
30970,47354,0
30042,46426,0
31959,48343,0
28978,45362,0
30855,47239,0
30365,46749,0
31012,47396,0
30948,47332,0
30111,46495,0
28691,45075,0
31606,47990,0
30633,47017,0
30077,46461,0
32766,49150,0
30768,47152,0
29524,45908,0
32174,48558,0
31179,47563,0
31931,48315,0
31383,47767,0
30971,47355,0
30221,46605,0
30698,47082,0
30802,47186,0
28673,45057,0
29384,45768,0
30304,46688,0
30084,46468,0
29958,46342,0
31423,47807,0
29400,45784,0
30491,46875,0
31472,47856,0
31514,47898,0
30074,46458,0
31615,47999,0
30842,47226,0
31235,47619,0
30469,46853,0
31130,47514,0
30092,46476,0
29712,46096,0
30648,47032,0
32408,48792,0
30866,47250,0
30757,47141,0
30043,46427,0
30969,47353,0
31433,47817,0
32766,49150,0
32488,48872,0
31097,47481,0
29855,46239,0
30037,46421,0
28990,45374,0
30314,46698,0
29330,45714,0
30266,46650,0
30943,47327,0
32254,48638,0
31748,48132,0
30788,47172,0
32008,48392,0
31401,47785,0
30785,47169,0
30531,46915,0
29953,46337,0
30931,47315,0
29794,46178,0
30906,47290,0
29449,45833,0
29863,46247,0
31803,48187,0
29229,45613,0
31535,47919,0
32766,49150,0
31933,48317,0
31685,48069,0
28990,45374,0
31056,47440,0
31719,48103,0
30466,46850,0
30396,46780,0
31415,47799,0
31322,47706,0
31981,48365,0
31758,48142,0
30935,47319,0
31588,47972,0
30803,47187,0
30204,46588,0
31194,47578,0
30511,46895,0
31262,47646,0
30554,46938,0
29820,46204,0
29886,46270,0
29986,46370,0
30106,46490,0
30895,47279,0
31192,47576,0
31044,47428,0
32766,49150,0
29467,45851,0
29589,45973,0
32091,48475,0
30357,46741,0
28741,45125,0
29608,45992,0
31165,47549,0
30752,47136,0
31250,47634,0
29669,46053,0
30123,46507,0
31376,47760,0
30074,46458,0
30402,46786,0
30133,46517,0
30956,47340,0
31722,48106,0
31261,47645,0
30626,47010,0
30476,46860,0
29534,45918,0
31200,47584,0
31288,47672,0
30077,46461,0
31446,47830,0
31566,47950,0
29218,45602,0
30102,46486,0
30160,46544,0
32766,49150,0
30493,46877,0
31542,47926,0
30709,47093,0
32689,49073,0
30116,46500,0
31045,47429,0
29726,46110,0
30449,46833,0
30829,47213,0
30429,46813,0
31192,47576,0
30450,46834,0
30619,47003,0
29730,46114,0
30207,46591,0
29465,45849,0
30729,47113,0
30892,47276,0
28981,45365,0
30103,46487,0
29641,46025,0
30980,47364,0
31305,47689,0
30698,47082,0
30164,46548,0
29871,46255,0
30032,46416,0
31142,47526,0
30364,46748,0
30462,46846,0
30453,46837,0
31066,47450,0
31439,47823,0
30498,46882,0
30557,46941,0
30437,46821,0
30913,47297,0
30495,46879,0
30839,47223,0
31553,47937,0
31290,47674,0
29954,46338,0
30836,47220,0
30575,46959,0
30401,46785,0
30529,46913,0
30439,46823,0
31080,47464,0
30689,47073,0
30185,46569,0
31161,47545,0
30404,46788,0
31517,47901,0
32293,48677,0
30651,47035,0
30747,47131,0
30653,47037,0
31771,48155,0
29625,46009,0
30312,46696,0
29644,46028,0
31975,48359,0
30527,46911,0
32212,48596,0
29676,46060,0
30117,46501,0
28807,45191,0
31178,47562,0
30979,47363,0
30941,47325,0
28957,45341,0
31617,48001,0
30542,46926,0
